Experiment,datafile,Layer,SumSliceX,SumSliceXsame,SumSliceXgain,SumSliceXlost
SM_1_03072019_FR,SM_1_03072019_FR_18_t1_ORG,1400,27855,17005,10850,27038
SM_1_03072019_FR,SM_1_03072019_FR_18_t1_ORG,1600,22695,15593,7102,24410
SM_1_03072019_FR,SM_1_03072019_FR_18_t1_ORG,1800,21607,13647,7960,21440
SM_1_03072019_FR,SM_1_03072019_FR_18_t1_ORG,2000,36142,21516,14626,18389
SM_1_03072019_FR,SM_1_03072019_FR_19_t1_ORG,200,33764,22097,11667,14863
SM_1_03072019_FR,SM_1_03072019_FR_19_t1_ORG,400,37103,19898,17205,12083
SM_1_03072019_FR,SM_1_03072019_FR_19_t1_ORG,600,37783,21211,16572,12158
SM_1_03072019_FR,SM_1_03072019_FR_19_t1_ORG,800,44773,22722,22051,10239
SM_1_03072019_FR,SM_1_03072019_FR_19_t1_ORG,1000,54703,28886,25817,10797
SM_1_03072019_FR,SM_1_03072019_FR_19_t1_ORG,1200,51182,24634,26548,6602
SM_1_03072019_FR,SM_1_03072019_FR_19_t1_ORG,1400,47726,21205,26521,6650
SM_1_03072019_FR,SM_1_03072019_FR_19_t1_ORG,1600,46290,18087,28203,4608
SM_1_03072019_FR,SM_1_03072019_FR_19_t1_ORG,1800,40559,18010,22549,3597
SM_1_03072019_FR,SM_1_03072019_FR_19_t1_ORG,2000,45808,26292,19516,9850
SM_1_03072019_FR,SM_1_03072019_FR_20_t1_ORG,200,33107,22117,10990,11647
SM_1_03072019_FR,SM_1_03072019_FR_20_t1_ORG,400,38741,23270,15471,13833
SM_1_03072019_FR,SM_1_03072019_FR_20_t1_ORG,600,44431,23341,21090,14442
SM_1_03072019_FR,SM_1_03072019_FR_20_t1_ORG,800,49663,26391,23272,18382
SM_1_03072019_FR,SM_1_03072019_FR_20_t1_ORG,1000,56220,33054,23166,21649
SM_1_03072019_FR,SM_1_03072019_FR_20_t1_ORG,1200,49858,27340,22518,23842
SM_1_03072019_FR,SM_1_03072019_FR_20_t1_ORG,1400,51183,26296,24887,21430
SM_1_03072019_FR,SM_1_03072019_FR_20_t1_ORG,1600,40692,22666,18026,23624
SM_1_03072019_FR,SM_1_03072019_FR_20_t1_ORG,1800,39508,22186,17322,18373
SM_1_03072019_FR,SM_1_03072019_FR_20_t1_ORG,2000,42256,26466,15790,19342
SM_1_03072019_FR,SM_1_03072019_FR_21_t1_ORG,200,38710,19268,19442,13839
SM_1_03072019_FR,SM_1_03072019_FR_21_t1_ORG,400,45011,22506,22505,16235
SM_1_03072019_FR,SM_1_03072019_FR_21_t1_ORG,600,43968,22825,21143,21606
SM_1_03072019_FR,SM_1_03072019_FR_21_t1_ORG,800,49428,25120,24308,24543
SM_1_03072019_FR,SM_1_03072019_FR_21_t1_ORG,1000,52547,30448,22099,25772
SM_1_03072019_FR,SM_1_03072019_FR_21_t1_ORG,1200,46313,24370,21943,25488
SM_1_03072019_FR,SM_1_03072019_FR_21_t1_ORG,1400,43271,23911,19360,27272
SM_1_03072019_FR,SM_1_03072019_FR_21_t1_ORG,1600,37747,19315,18432,21377
SM_1_03072019_FR,SM_1_03072019_FR_21_t1_ORG,1800,37848,23100,14748,16408
SM_1_03072019_FR,SM_1_03072019_FR_21_t1_ORG,2000,43672,23861,19811,18395
SM_1_03072019_FR,SM_1_03072019_FR_22_t1_ORG,200,41049,11320,29729,27390
SM_1_03072019_FR,SM_1_03072019_FR_22_t1_ORG,400,45155,17608,27547,27403
SM_1_03072019_FR,SM_1_03072019_FR_22_t1_ORG,600,39863,12674,27189,31294
SM_1_03072019_FR,SM_1_03072019_FR_22_t1_ORG,800,42178,18949,23229,30479
SM_1_03072019_FR,SM_1_03072019_FR_22_t1_ORG,1000,42910,13567,29343,38980
SM_1_03072019_FR,SM_1_03072019_FR_22_t1_ORG,1200,35193,12279,22914,34034
SM_1_03072019_FR,SM_1_03072019_FR_22_t1_ORG,1400,39636,7801,31835,35470
SM_1_03072019_FR,SM_1_03072019_FR_22_t1_ORG,1600,33973,7977,25996,29770
SM_1_03072019_FR,SM_1_03072019_FR_22_t1_ORG,1800,32103,11856,20247,25992
SM_1_03072019_FR,SM_1_03072019_FR_22_t1_ORG,2000,44780,20299,24481,23373
SM_1_03082019_FR,SM_1_03082019_FR_02_t1_ORG,200,362,0,362,73
SM_1_03082019_FR,SM_1_03082019_FR_02_t1_ORG,400,548,17,531,39
SM_1_03082019_FR,SM_1_03082019_FR_02_t1_ORG,600,4121,1251,2870,49
SM_1_03082019_FR,SM_1_03082019_FR_02_t1_ORG,800,3492,1006,2486,210
SM_1_03082019_FR,SM_1_03082019_FR_02_t1_ORG,1000,4439,1601,2838,261
SM_1_03082019_FR,SM_1_03082019_FR_02_t1_ORG,1200,3528,1215,2313,178
SM_1_03082019_FR,SM_1_03082019_FR_02_t1_ORG,1400,1659,189,1470,189
SM_1_03082019_FR,SM_1_03082019_FR_02_t1_ORG,1600,1324,44,1280,42
SM_1_03082019_FR,SM_1_03082019_FR_02_t1_ORG,1800,230,0,230,37
SM_1_03082019_FR,SM_1_03082019_FR_02_t1_ORG,2000,237,14,223,17
SM_1_03082019_FR,SM_1_03082019_FR_03_t1_ORG,200,5,0,5,362
SM_1_03082019_FR,SM_1_03082019_FR_03_t1_ORG,400,40,28,12,520
SM_1_03082019_FR,SM_1_03082019_FR_03_t1_ORG,600,2898,2439,459,1682
SM_1_03082019_FR,SM_1_03082019_FR_03_t1_ORG,800,2419,1803,616,1689
SM_1_03082019_FR,SM_1_03082019_FR_03_t1_ORG,1000,2717,2220,497,2219
SM_1_03082019_FR,SM_1_03082019_FR_03_t1_ORG,1200,1518,1169,349,2359
SM_1_03082019_FR,SM_1_03082019_FR_03_t1_ORG,1400,533,244,289,1415
SM_1_03082019_FR,SM_1_03082019_FR_03_t1_ORG,1600,102,69,33,1255
SM_1_03082019_FR,SM_1_03082019_FR_03_t1_ORG,1800,30,8,22,222
SM_1_03082019_FR,SM_1_03082019_FR_03_t1_ORG,2000,30,7,23,230
SM_1_03082019_FR,SM_1_03082019_FR_04_t1_ORG,200,0,0,0,5
SM_1_03082019_FR,SM_1_03082019_FR_04_t1_ORG,400,0,0,0,40
SM_1_03082019_FR,SM_1_03082019_FR_04_t1_ORG,600,1594,1423,171,1475
SM_1_03082019_FR,SM_1_03082019_FR_04_t1_ORG,800,82,69,13,2350
SM_1_03082019_FR,SM_1_03082019_FR_04_t1_ORG,1000,490,383,107,2334
SM_1_03082019_FR,SM_1_03082019_FR_04_t1_ORG,1200,33,27,6,1491
SM_1_03082019_FR,SM_1_03082019_FR_04_t1_ORG,1400,1,1,0,532
SM_1_03082019_FR,SM_1_03082019_FR_04_t1_ORG,1600,0,0,0,102
SM_1_03082019_FR,SM_1_03082019_FR_04_t1_ORG,1800,0,0,0,30
SM_1_03082019_FR,SM_1_03082019_FR_04_t1_ORG,2000,0,0,0,30
SM_1_03082019_FR,SM_1_03082019_FR_05_t1_ORG,200,0,0,0,0
SM_1_03082019_FR,SM_1_03082019_FR_05_t1_ORG,400,0,0,0,0
SM_1_03082019_FR,SM_1_03082019_FR_05_t1_ORG,600,1078,765,313,829
SM_1_03082019_FR,SM_1_03082019_FR_05_t1_ORG,800,0,0,0,82
SM_1_03082019_FR,SM_1_03082019_FR_05_t1_ORG,1000,165,0,165,490
SM_1_03082019_FR,SM_1_03082019_FR_05_t1_ORG,1200,0,0,0,33
SM_1_03082019_FR,SM_1_03082019_FR_05_t1_ORG,1400,42,0,42,1
SM_1_03082019_FR,SM_1_03082019_FR_05_t1_ORG,1600,0,0,0,0
SM_1_03082019_FR,SM_1_03082019_FR_05_t1_ORG,1800,0,0,0,0
SM_1_03082019_FR,SM_1_03082019_FR_05_t1_ORG,2000,0,0,0,0
SM_1_03082019_FR,SM_1_03082019_FR_06_t1_ORG,200,0,0,0,0
SM_1_03082019_FR,SM_1_03082019_FR_06_t1_ORG,400,0,0,0,0
SM_1_03082019_FR,SM_1_03082019_FR_06_t1_ORG,600,357,348,9,730
SM_1_03082019_FR,SM_1_03082019_FR_06_t1_ORG,800,5,0,5,0
SM_1_03082019_FR,SM_1_03082019_FR_06_t1_ORG,1000,1676,0,1676,165
SM_1_03082019_FR,SM_1_03082019_FR_06_t1_ORG,1200,0,0,0,0
SM_1_03082019_FR,SM_1_03082019_FR_06_t1_ORG,1400,52,34,18,8
SM_1_03082019_FR,SM_1_03082019_FR_06_t1_ORG,1600,0,0,0,0
SM_1_03082019_FR,SM_1_03082019_FR_06_t1_ORG,1800,862,0,862,0
SM_1_03082019_FR,SM_1_03082019_FR_06_t1_ORG,2000,896,0,896,0
SM_1_03082019_FR,SM_1_03082019_FR_07_t1_ORG,200,1877,0,1877,0
SM_1_03082019_FR,SM_1_03082019_FR_07_t1_ORG,400,0,0,0,0
SM_1_03082019_FR,SM_1_03082019_FR_07_t1_ORG,600,18,18,0,339
SM_1_03082019_FR,SM_1_03082019_FR_07_t1_ORG,800,304,0,304,5
SM_1_03082019_FR,SM_1_03082019_FR_07_t1_ORG,1000,2811,1086,1725,590
SM_1_03082019_FR,SM_1_03082019_FR_07_t1_ORG,1200,0,0,0,0
SM_1_03082019_FR,SM_1_03082019_FR_07_t1_ORG,1400,850,20,830,32
SM_1_03082019_FR,SM_1_03082019_FR_07_t1_ORG,1600,0,0,0,0
SM_1_03082019_FR,SM_1_03082019_FR_07_t1_ORG,1800,994,824,170,38
SM_1_03082019_FR,SM_1_03082019_FR_07_t1_ORG,2000,1311,896,415,0
SM_1_03082019_FR,SM_1_03082019_FR_08_t1_ORG,200,2954,1403,1551,474
SM_1_03082019_FR,SM_1_03082019_FR_08_t1_ORG,400,1482,0,1482,0
SM_1_03082019_FR,SM_1_03082019_FR_08_t1_ORG,600,202,7,195,11
SM_1_03082019_FR,SM_1_03082019_FR_08_t1_ORG,800,636,0,636,304
SM_1_03082019_FR,SM_1_03082019_FR_08_t1_ORG,1000,5180,2080,3100,731
SM_1_03082019_FR,SM_1_03082019_FR_08_t1_ORG,1200,1594,0,1594,0
SM_1_03082019_FR,SM_1_03082019_FR_08_t1_ORG,1400,1411,693,718,157
SM_1_03082019_FR,SM_1_03082019_FR_08_t1_ORG,1600,1861,0,1861,0
SM_1_03082019_FR,SM_1_03082019_FR_08_t1_ORG,1800,2062,843,1219,151
SM_1_03082019_FR,SM_1_03082019_FR_08_t1_ORG,2000,1625,1142,483,169
SM_1_03082019_FR,SM_1_03082019_FR_09_t1_ORG,200,3183,2250,933,704
SM_1_03082019_FR,SM_1_03082019_FR_09_t1_ORG,400,1969,689,1280,793
SM_1_03082019_FR,SM_1_03082019_FR_09_t1_ORG,600,2506,0,2506,202
SM_1_03082019_FR,SM_1_03082019_FR_09_t1_ORG,800,1644,442,1202,194
SM_1_03082019_FR,SM_1_03082019_FR_09_t1_ORG,1000,6594,3824,2770,1356
SM_1_03082019_FR,SM_1_03082019_FR_09_t1_ORG,1200,3020,1208,1812,386
SM_1_03082019_FR,SM_1_03082019_FR_09_t1_ORG,1400,4705,1337,3368,74
SM_1_03082019_FR,SM_1_03082019_FR_09_t1_ORG,1600,3216,858,2358,1003
SM_1_03082019_FR,SM_1_03082019_FR_09_t1_ORG,1800,2899,2034,865,28
SM_1_03082019_FR,SM_1_03082019_FR_09_t1_ORG,2000,2981,992,1989,633
SM_1_03082019_FR,SM_1_03082019_FR_10_t1_ORG,200,4869,2434,2435,749
SM_1_03082019_FR,SM_1_03082019_FR_10_t1_ORG,400,4349,1007,3342,962
SM_1_03082019_FR,SM_1_03082019_FR_10_t1_ORG,600,6366,1231,5135,1275
SM_1_03082019_FR,SM_1_03082019_FR_10_t1_ORG,800,3609,801,2808,843
SM_1_03082019_FR,SM_1_03082019_FR_10_t1_ORG,1000,8998,5240,3758,1354
SM_1_03082019_FR,SM_1_03082019_FR_10_t1_ORG,1200,6553,2035,4518,985
SM_1_03082019_FR,SM_1_03082019_FR_10_t1_ORG,1400,5493,2557,2936,2148
SM_1_03082019_FR,SM_1_03082019_FR_10_t1_ORG,1600,7362,2607,4755,609
SM_1_03082019_FR,SM_1_03082019_FR_10_t1_ORG,1800,4426,2360,2066,539
SM_1_03082019_FR,SM_1_03082019_FR_10_t1_ORG,2000,4889,2018,2871,963
SM_1_03082019_FR,SM_1_03082019_FR_11_t1_ORG,200,6320,3053,3267,1816
SM_1_03082019_FR,SM_1_03082019_FR_11_t1_ORG,400,6443,2199,4244,2150
SM_1_03082019_FR,SM_1_03082019_FR_11_t1_ORG,600,5559,2426,3133,3940
SM_1_03082019_FR,SM_1_03082019_FR_11_t1_ORG,800,6156,2125,4031,1484
SM_1_03082019_FR,SM_1_03082019_FR_11_t1_ORG,1000,10194,5582,4612,3416
SM_1_03082019_FR,SM_1_03082019_FR_11_t1_ORG,1200,11642,4602,7040,1951
SM_1_03082019_FR,SM_1_03082019_FR_11_t1_ORG,1400,6572,3815,2757,1678
SM_1_03082019_FR,SM_1_03082019_FR_11_t1_ORG,1600,9654,5054,4600,2308
SM_1_03082019_FR,SM_1_03082019_FR_11_t1_ORG,1800,8017,3302,4715,1124
SM_1_03082019_FR,SM_1_03082019_FR_11_t1_ORG,2000,7281,2688,4593,2201
SM_1_03082019_FR,SM_1_03082019_FR_12_t1_ORG,200,7393,3240,4153,3080
SM_1_03082019_FR,SM_1_03082019_FR_12_t1_ORG,400,8914,2870,6044,3573
SM_1_03082019_FR,SM_1_03082019_FR_12_t1_ORG,600,10829,3203,7626,2356
SM_1_03082019_FR,SM_1_03082019_FR_12_t1_ORG,800,6491,2824,3667,3332
SM_1_03082019_FR,SM_1_03082019_FR_12_t1_ORG,1000,15301,6246,9055,3948
SM_1_03082019_FR,SM_1_03082019_FR_12_t1_ORG,1200,15344,7543,7801,4099
SM_1_03082019_FR,SM_1_03082019_FR_12_t1_ORG,1400,11575,4175,7400,2397
SM_1_03082019_FR,SM_1_03082019_FR_12_t1_ORG,1600,11897,5183,6714,4471
SM_1_03082019_FR,SM_1_03082019_FR_12_t1_ORG,1800,14252,4808,9444,3209
SM_1_03082019_FR,SM_1_03082019_FR_12_t1_ORG,2000,9755,4071,5684,3210
SM_1_03082019_FR,SM_1_03082019_FR_13_t1_ORG,200,11757,4214,7543,3179
SM_1_03082019_FR,SM_1_03082019_FR_13_t1_ORG,400,11814,3459,8355,5455
SM_1_03082019_FR,SM_1_03082019_FR_13_t1_ORG,600,14468,5805,8663,5024
SM_1_03082019_FR,SM_1_03082019_FR_13_t1_ORG,800,13106,3506,9600,2985
SM_1_03082019_FR,SM_1_03082019_FR_13_t1_ORG,1000,23637,8638,14999,6663
SM_1_03082019_FR,SM_1_03082019_FR_13_t1_ORG,1200,19203,8909,10294,6435
SM_1_03082019_FR,SM_1_03082019_FR_13_t1_ORG,1400,16730,5887,10843,5688
SM_1_03082019_FR,SM_1_03082019_FR_13_t1_ORG,1600,17845,7046,10799,4851
SM_1_03082019_FR,SM_1_03082019_FR_13_t1_ORG,1800,17226,7082,10144,7170
SM_1_03082019_FR,SM_1_03082019_FR_13_t1_ORG,2000,12687,5225,7462,4530
SM_1_03082019_FR,SM_1_03082019_FR_14_t1_ORG,200,16973,6130,10843,5627
SM_1_03082019_FR,SM_1_03082019_FR_14_t1_ORG,400,20065,6710,13355,5104
SM_1_03082019_FR,SM_1_03082019_FR_14_t1_ORG,600,22238,7631,14607,6837
SM_1_03082019_FR,SM_1_03082019_FR_14_t1_ORG,800,18063,6068,11995,7038
SM_1_03082019_FR,SM_1_03082019_FR_14_t1_ORG,1000,28316,13040,15276,10597
SM_1_03082019_FR,SM_1_03082019_FR_14_t1_ORG,1200,31444,11761,19683,7442
SM_1_03082019_FR,SM_1_03082019_FR_14_t1_ORG,1400,21391,9050,12341,7680
SM_1_03082019_FR,SM_1_03082019_FR_14_t1_ORG,1600,28011,11452,16559,6393
SM_1_03082019_FR,SM_1_03082019_FR_14_t1_ORG,1800,21738,8927,12811,8299
SM_1_03082019_FR,SM_1_03082019_FR_14_t1_ORG,2000,20486,7870,12616,4817
SM_1_03082019_FR,SM_1_03082019_FR_15_t1_ORG,200,23292,9956,13336,7017
SM_1_03082019_FR,SM_1_03082019_FR_15_t1_ORG,400,26385,10099,16286,9966
SM_1_03082019_FR,SM_1_03082019_FR_15_t1_ORG,600,29758,11187,18571,11051
SM_1_03082019_FR,SM_1_03082019_FR_15_t1_ORG,800,25984,10132,15852,7931
SM_1_03082019_FR,SM_1_03082019_FR_15_t1_ORG,1000,36543,17431,19112,10885
SM_1_03082019_FR,SM_1_03082019_FR_15_t1_ORG,1200,41627,18999,22628,12445
SM_1_03082019_FR,SM_1_03082019_FR_15_t1_ORG,1400,31745,11837,19908,9554
SM_1_03082019_FR,SM_1_03082019_FR_15_t1_ORG,1600,34332,17760,16572,10251
SM_1_03082019_FR,SM_1_03082019_FR_15_t1_ORG,1800,28311,12028,16283,9710
SM_1_03082019_FR,SM_1_03082019_FR_15_t1_ORG,2000,27044,12112,14932,8374
SM_1_03082019_FR,SM_1_03082019_FR_16_t1_ORG,200,30375,12382,17993,10910
SM_1_03082019_FR,SM_1_03082019_FR_16_t1_ORG,400,33168,13323,19845,13062
SM_1_03082019_FR,SM_1_03082019_FR_16_t1_ORG,600,37506,15961,21545,13797
SM_1_03082019_FR,SM_1_03082019_FR_16_t1_ORG,800,35172,12319,22853,13665
SM_1_03082019_FR,SM_1_03082019_FR_16_t1_ORG,1000,46667,21805,24862,14738
SM_1_03082019_FR,SM_1_03082019_FR_16_t1_ORG,1200,51680,23892,27788,17735
SM_1_03082019_FR,SM_1_03082019_FR_16_t1_ORG,1400,43144,17356,25788,14389
SM_1_03082019_FR,SM_1_03082019_FR_16_t1_ORG,1600,46107,21603,24504,12729
SM_1_03082019_FR,SM_1_03082019_FR_16_t1_ORG,1800,36817,18735,18082,9576
SM_1_03082019_FR,SM_1_03082019_FR_16_t1_ORG,2000,35869,16049,19820,10995
SM_1_03082019_FR,SM_1_03082019_FR_17_t1_ORG,200,49684,16489,33195,13886
SM_1_03082019_FR,SM_1_03082019_FR_17_t1_ORG,400,50178,17010,33168,16158
SM_1_03082019_FR,SM_1_03082019_FR_17_t1_ORG,600,61734,24207,37527,13299
SM_1_03082019_FR,SM_1_03082019_FR_17_t1_ORG,800,51759,18457,33302,16715
SM_1_03082019_FR,SM_1_03082019_FR_17_t1_ORG,1000,67218,28407,38811,18260
SM_1_03082019_FR,SM_1_03082019_FR_17_t1_ORG,1200,70752,32253,38499,19427
SM_1_03082019_FR,SM_1_03082019_FR_17_t1_ORG,1400,58575,25036,33539,18108
SM_1_03082019_FR,SM_1_03082019_FR_17_t1_ORG,1600,57628,26164,31464,19943
SM_1_03082019_FR,SM_1_03082019_FR_17_t1_ORG,1800,44236,19061,25175,17756
SM_1_03082019_FR,SM_1_03082019_FR_17_t1_ORG,2000,41895,17978,23917,17891
SM_1_04232019_FR,SM_1_04232019_FR_02_t1_ORG,200,697,1,696,737
SM_1_04232019_FR,SM_1_04232019_FR_02_t1_ORG,400,4483,2174,2309,1058
SM_1_04232019_FR,SM_1_04232019_FR_02_t1_ORG,600,3902,792,3110,1952
SM_1_04232019_FR,SM_1_04232019_FR_02_t1_ORG,800,5408,1975,3433,2238
SM_1_04232019_FR,SM_1_04232019_FR_02_t1_ORG,1000,5381,2414,2967,2550
SM_1_04232019_FR,SM_1_04232019_FR_02_t1_ORG,1200,8672,3288,5384,1030
SM_1_04232019_FR,SM_1_04232019_FR_02_t1_ORG,1400,4113,1208,2905,2291
SM_1_04232019_FR,SM_1_04232019_FR_02_t1_ORG,1600,2820,116,2704,710
SM_1_04232019_FR,SM_1_04232019_FR_02_t1_ORG,1800,2858,139,2719,569
SM_1_04232019_FR,SM_1_04232019_FR_02_t1_ORG,2000,3248,8,3240,148
SM_1_04232019_FR,SM_1_04232019_FR_03_t1_ORG,200,1024,198,826,499
SM_1_04232019_FR,SM_1_04232019_FR_03_t1_ORG,400,1268,408,860,4075
SM_1_04232019_FR,SM_1_04232019_FR_03_t1_ORG,600,2335,673,1662,3229
SM_1_04232019_FR,SM_1_04232019_FR_03_t1_ORG,800,2328,1705,623,3703
SM_1_04232019_FR,SM_1_04232019_FR_03_t1_ORG,1000,4011,1706,2305,3675
SM_1_04232019_FR,SM_1_04232019_FR_03_t1_ORG,1200,5247,4810,437,3862
SM_1_04232019_FR,SM_1_04232019_FR_03_t1_ORG,1400,1365,825,540,3288
SM_1_04232019_FR,SM_1_04232019_FR_03_t1_ORG,1600,757,520,237,2300
SM_1_04232019_FR,SM_1_04232019_FR_03_t1_ORG,1800,1947,441,1506,2417
SM_1_04232019_FR,SM_1_04232019_FR_03_t1_ORG,2000,1542,1026,516,2222
SM_1_04232019_FR,SM_1_04232019_FR_04_t1_ORG,200,94,11,83,1013
SM_1_04232019_FR,SM_1_04232019_FR_04_t1_ORG,400,318,108,210,1160
SM_1_04232019_FR,SM_1_04232019_FR_04_t1_ORG,600,1638,594,1044,1741
SM_1_04232019_FR,SM_1_04232019_FR_04_t1_ORG,800,2975,1448,1527,880
SM_1_04232019_FR,SM_1_04232019_FR_04_t1_ORG,1000,4465,1732,2733,2279
SM_1_04232019_FR,SM_1_04232019_FR_04_t1_ORG,1200,5358,3725,1633,1522
SM_1_04232019_FR,SM_1_04232019_FR_04_t1_ORG,1400,4019,642,3377,723
SM_1_04232019_FR,SM_1_04232019_FR_04_t1_ORG,1600,11308,756,10552,1
SM_1_04232019_FR,SM_1_04232019_FR_04_t1_ORG,1800,1304,200,1104,1747
SM_1_04232019_FR,SM_1_04232019_FR_04_t1_ORG,2000,1919,1029,890,513
SM_1_04232019_FR,SM_1_04232019_FR_05_t1_ORG,200,415,55,360,39
SM_1_04232019_FR,SM_1_04232019_FR_05_t1_ORG,400,2531,130,2401,188
SM_1_04232019_FR,SM_1_04232019_FR_05_t1_ORG,600,3258,1250,2008,388
SM_1_04232019_FR,SM_1_04232019_FR_05_t1_ORG,800,5332,2721,2611,254
SM_1_04232019_FR,SM_1_04232019_FR_05_t1_ORG,1000,5993,4166,1827,299
SM_1_04232019_FR,SM_1_04232019_FR_05_t1_ORG,1200,5659,4084,1575,1274
SM_1_04232019_FR,SM_1_04232019_FR_05_t1_ORG,1400,6177,2806,3371,1213
SM_1_04232019_FR,SM_1_04232019_FR_05_t1_ORG,1600,5915,5785,130,5523
SM_1_04232019_FR,SM_1_04232019_FR_05_t1_ORG,1800,2855,787,2068,517
SM_1_04232019_FR,SM_1_04232019_FR_05_t1_ORG,2000,3109,1150,1959,769
SM_1_04232019_FR,SM_1_04232019_FR_06_t1_ORG,200,361,250,111,165
SM_1_04232019_FR,SM_1_04232019_FR_06_t1_ORG,400,2413,2068,345,463
SM_1_04232019_FR,SM_1_04232019_FR_06_t1_ORG,600,2879,2218,661,1040
SM_1_04232019_FR,SM_1_04232019_FR_06_t1_ORG,800,4732,4205,527,1127
SM_1_04232019_FR,SM_1_04232019_FR_06_t1_ORG,1000,5539,5035,504,958
SM_1_04232019_FR,SM_1_04232019_FR_06_t1_ORG,1200,4995,4399,596,1260
SM_1_04232019_FR,SM_1_04232019_FR_06_t1_ORG,1400,5122,4493,629,1684
SM_1_04232019_FR,SM_1_04232019_FR_06_t1_ORG,1600,4638,4530,108,1385
SM_1_04232019_FR,SM_1_04232019_FR_06_t1_ORG,1800,3063,1321,1742,1534
SM_1_04232019_FR,SM_1_04232019_FR_06_t1_ORG,2000,2890,1576,1314,1533
SM_1_04232019_FR,SM_1_04232019_FR_07_t1_ORG,200,7776,360,7416,1
SM_1_04232019_FR,SM_1_04232019_FR_07_t1_ORG,400,653,216,437,2197
SM_1_04232019_FR,SM_1_04232019_FR_07_t1_ORG,600,963,878,85,2001
SM_1_04232019_FR,SM_1_04232019_FR_07_t1_ORG,800,5958,2336,3622,2396
SM_1_04232019_FR,SM_1_04232019_FR_07_t1_ORG,1000,6084,3410,2674,2129
SM_1_04232019_FR,SM_1_04232019_FR_07_t1_ORG,1200,3009,2931,78,2064
SM_1_04232019_FR,SM_1_04232019_FR_07_t1_ORG,1400,6069,2642,3427,2480
SM_1_04232019_FR,SM_1_04232019_FR_07_t1_ORG,1600,7864,2713,5151,1925
SM_1_04232019_FR,SM_1_04232019_FR_07_t1_ORG,1800,804,178,626,2885
SM_1_04232019_FR,SM_1_04232019_FR_07_t1_ORG,2000,977,665,312,2225
SM_1_04232019_FR,SM_1_04232019_FR_08_t1_ORG,200,9909,5485,4424,2291
SM_1_04232019_FR,SM_1_04232019_FR_08_t1_ORG,400,3366,411,2955,242
SM_1_04232019_FR,SM_1_04232019_FR_08_t1_ORG,600,1805,322,1483,641
SM_1_04232019_FR,SM_1_04232019_FR_08_t1_ORG,800,7692,3236,4456,2722
SM_1_04232019_FR,SM_1_04232019_FR_08_t1_ORG,1000,7121,1654,5467,4430
SM_1_04232019_FR,SM_1_04232019_FR_08_t1_ORG,1200,3281,1250,2031,1759
SM_1_04232019_FR,SM_1_04232019_FR_08_t1_ORG,1400,5383,2759,2624,3310
SM_1_04232019_FR,SM_1_04232019_FR_08_t1_ORG,1600,4786,4464,322,3400
SM_1_04232019_FR,SM_1_04232019_FR_08_t1_ORG,1800,2768,488,2280,316
SM_1_04232019_FR,SM_1_04232019_FR_08_t1_ORG,2000,3574,387,3187,590
SM_1_04232019_FR,SM_1_04232019_FR_09_t1_ORG,200,10300,7121,3179,2788
SM_1_04232019_FR,SM_1_04232019_FR_09_t1_ORG,400,3223,1947,1276,1419
SM_1_04232019_FR,SM_1_04232019_FR_09_t1_ORG,600,4754,889,3865,916
SM_1_04232019_FR,SM_1_04232019_FR_09_t1_ORG,800,8591,3438,5153,4254
SM_1_04232019_FR,SM_1_04232019_FR_09_t1_ORG,1000,8503,3603,4900,3518
SM_1_04232019_FR,SM_1_04232019_FR_09_t1_ORG,1200,6351,1745,4606,1536
SM_1_04232019_FR,SM_1_04232019_FR_09_t1_ORG,1400,6065,2116,3949,3267
SM_1_04232019_FR,SM_1_04232019_FR_09_t1_ORG,1600,6789,3424,3365,1362
SM_1_04232019_FR,SM_1_04232019_FR_09_t1_ORG,1800,4191,1966,2225,802
SM_1_04232019_FR,SM_1_04232019_FR_09_t1_ORG,2000,2579,347,2232,3227
SM_1_04232019_FR,SM_1_04232019_FR_10_t1_ORG,200,14488,8749,5739,1551
SM_1_04232019_FR,SM_1_04232019_FR_10_t1_ORG,400,10140,2317,7823,906
SM_1_04232019_FR,SM_1_04232019_FR_10_t1_ORG,600,9095,2927,6168,1827
SM_1_04232019_FR,SM_1_04232019_FR_10_t1_ORG,800,16349,6076,10273,2515
SM_1_04232019_FR,SM_1_04232019_FR_10_t1_ORG,1000,13702,5896,7806,2607
SM_1_04232019_FR,SM_1_04232019_FR_10_t1_ORG,1200,14853,2819,12034,3532
SM_1_04232019_FR,SM_1_04232019_FR_10_t1_ORG,1400,9537,4715,4822,1350
SM_1_04232019_FR,SM_1_04232019_FR_10_t1_ORG,1600,9510,3872,5638,2917
SM_1_04232019_FR,SM_1_04232019_FR_10_t1_ORG,1800,7725,2350,5375,1841
SM_1_04232019_FR,SM_1_04232019_FR_10_t1_ORG,2000,7023,1526,5497,1053
SM_1_04232019_FR,SM_1_04232019_FR_11_t1_ORG,200,14789,10543,4246,3945
SM_1_04232019_FR,SM_1_04232019_FR_11_t1_ORG,400,18880,7681,11199,2459
SM_1_04232019_FR,SM_1_04232019_FR_11_t1_ORG,600,20029,6134,13895,2961
SM_1_04232019_FR,SM_1_04232019_FR_11_t1_ORG,800,23621,9606,14015,6743
SM_1_04232019_FR,SM_1_04232019_FR_11_t1_ORG,1000,20347,7786,12561,5916
SM_1_04232019_FR,SM_1_04232019_FR_11_t1_ORG,1200,22757,9386,13371,5467
