Experiment,datafile,Layer,SumSliceY,SumSliceYsame,SumSliceYgain,SumSliceYlost
SM_1_04292019_FR,SM_1_04292019_FR_11_t1_ORG,800,1263,0,1263,878
SM_1_04292019_FR,SM_1_04292019_FR_11_t1_ORG,1000,861,205,656,282
SM_1_04292019_FR,SM_1_04292019_FR_11_t1_ORG,1200,3076,556,2520,2360
SM_1_04292019_FR,SM_1_04292019_FR_11_t1_ORG,1400,7603,1290,6313,686
SM_1_04292019_FR,SM_1_04292019_FR_11_t1_ORG,1600,7317,321,6996,1770
SM_1_04292019_FR,SM_1_04292019_FR_11_t1_ORG,1800,5732,920,4812,928
SM_1_04292019_FR,SM_1_04292019_FR_12_t1_ORG,200,9029,3913,5116,2721
SM_1_04292019_FR,SM_1_04292019_FR_12_t1_ORG,400,19647,9633,10014,7974
SM_1_04292019_FR,SM_1_04292019_FR_12_t1_ORG,600,1633,47,1586,2601
SM_1_04292019_FR,SM_1_04292019_FR_12_t1_ORG,800,2969,879,2090,384
SM_1_04292019_FR,SM_1_04292019_FR_12_t1_ORG,1000,851,83,768,778
SM_1_04292019_FR,SM_1_04292019_FR_12_t1_ORG,1200,1789,744,1045,2332
SM_1_04292019_FR,SM_1_04292019_FR_12_t1_ORG,1400,7184,3707,3477,3896
SM_1_04292019_FR,SM_1_04292019_FR_12_t1_ORG,1600,7501,3309,4192,4008
SM_1_04292019_FR,SM_1_04292019_FR_12_t1_ORG,1800,8256,2123,6133,3609
SM_1_04292019_FR,SM_1_04292019_FR_13_t1_ORG,200,16666,4851,11815,4178
SM_1_04292019_FR,SM_1_04292019_FR_13_t1_ORG,400,58645,13467,45178,6180
SM_1_04292019_FR,SM_1_04292019_FR_13_t1_ORG,600,27983,792,27191,841
SM_1_04292019_FR,SM_1_04292019_FR_13_t1_ORG,800,26036,1731,24305,1238
SM_1_04292019_FR,SM_1_04292019_FR_13_t1_ORG,1000,29242,497,28745,354
SM_1_04292019_FR,SM_1_04292019_FR_13_t1_ORG,1200,38557,505,38052,1284
SM_1_04292019_FR,SM_1_04292019_FR_13_t1_ORG,1400,39792,3464,36328,3720
SM_1_04292019_FR,SM_1_04292019_FR_13_t1_ORG,1600,38823,2777,36046,4724
SM_1_04292019_FR,SM_1_04292019_FR_13_t1_ORG,1800,37217,2613,34604,5643
SM_1_04292019_FR,SM_1_04292019_FR_14_t1_ORG,200,25018,14590,10428,2076
SM_1_04292019_FR,SM_1_04292019_FR_14_t1_ORG,400,67779,42941,24838,15704
SM_1_04292019_FR,SM_1_04292019_FR_14_t1_ORG,600,30440,12035,18405,15948
SM_1_04292019_FR,SM_1_04292019_FR_14_t1_ORG,800,30594,9891,20703,16145
SM_1_04292019_FR,SM_1_04292019_FR_14_t1_ORG,1000,29975,7851,22124,21391
SM_1_04292019_FR,SM_1_04292019_FR_14_t1_ORG,1200,41489,12506,28983,26051
SM_1_04292019_FR,SM_1_04292019_FR_14_t1_ORG,1400,36158,12453,23705,27339
SM_1_04292019_FR,SM_1_04292019_FR_14_t1_ORG,1600,36881,11649,25232,27174
SM_1_04292019_FR,SM_1_04292019_FR_14_t1_ORG,1800,34545,9556,24989,27661
SM_1_04292019_FR,SM_1_04292019_FR_15_t1_ORG,200,24658,12880,11778,12138
SM_1_04292019_FR,SM_1_04292019_FR_15_t1_ORG,400,89584,45937,43647,21842
SM_1_04292019_FR,SM_1_04292019_FR_15_t1_ORG,600,35995,18669,17326,11771
SM_1_04292019_FR,SM_1_04292019_FR_15_t1_ORG,800,40026,15432,24594,15162
SM_1_04292019_FR,SM_1_04292019_FR_15_t1_ORG,1000,35872,12367,23505,17608
SM_1_04292019_FR,SM_1_04292019_FR_15_t1_ORG,1200,48191,18964,29227,22525
SM_1_04292019_FR,SM_1_04292019_FR_15_t1_ORG,1400,40557,13812,26745,22346
SM_1_04292019_FR,SM_1_04292019_FR_15_t1_ORG,1600,37909,13127,24782,23754
SM_1_04292019_FR,SM_1_04292019_FR_15_t1_ORG,1800,33503,10439,23064,24106
SM_1_04292019_FR,SM_1_04292019_FR_16_t1_ORG,200,20469,14352,6117,10306
SM_1_04292019_FR,SM_1_04292019_FR_16_t1_ORG,400,94672,57976,36696,31608
SM_1_04292019_FR,SM_1_04292019_FR_16_t1_ORG,600,31998,11976,20022,24019
SM_1_04292019_FR,SM_1_04292019_FR_16_t1_ORG,800,36273,11450,24823,28576
SM_1_04292019_FR,SM_1_04292019_FR_16_t1_ORG,1000,30735,8210,22525,27662
SM_1_04292019_FR,SM_1_04292019_FR_16_t1_ORG,1200,37969,12544,25425,35647
SM_1_04292019_FR,SM_1_04292019_FR_16_t1_ORG,1400,34154,9403,24751,31154
SM_1_04292019_FR,SM_1_04292019_FR_16_t1_ORG,1600,32603,7559,25044,30350
SM_1_04292019_FR,SM_1_04292019_FR_16_t1_ORG,1800,29899,6216,23683,27287
SM_1_04292019_FR,SM_1_04292019_FR_17_t1_ORG,200,17249,9032,8217,11437
SM_1_04292019_FR,SM_1_04292019_FR_17_t1_ORG,400,98762,53081,45681,41591
SM_1_04292019_FR,SM_1_04292019_FR_17_t1_ORG,600,39206,14360,24846,17638
SM_1_04292019_FR,SM_1_04292019_FR_17_t1_ORG,800,37946,12948,24998,23325
SM_1_04292019_FR,SM_1_04292019_FR_17_t1_ORG,1000,28102,8542,19560,22193
SM_1_04292019_FR,SM_1_04292019_FR_17_t1_ORG,1200,39437,11446,27991,26523
SM_1_04292019_FR,SM_1_04292019_FR_17_t1_ORG,1400,30985,8448,22537,25706
SM_1_04292019_FR,SM_1_04292019_FR_17_t1_ORG,1600,28522,6586,21936,26017
SM_1_04292019_FR,SM_1_04292019_FR_17_t1_ORG,1800,25581,5202,20379,24697
SM_1_04292019_FR,SM_1_04292019_FR_18_t1_ORG,200,5294,2435,2859,14814
SM_1_04292019_FR,SM_1_04292019_FR_18_t1_ORG,400,111961,53588,58373,45174
SM_1_04292019_FR,SM_1_04292019_FR_18_t1_ORG,600,49119,16797,32322,22409
SM_1_04292019_FR,SM_1_04292019_FR_18_t1_ORG,800,52447,17279,35168,20667
SM_1_04292019_FR,SM_1_04292019_FR_18_t1_ORG,1000,45858,11129,34729,16973
SM_1_04292019_FR,SM_1_04292019_FR_18_t1_ORG,1200,51401,13298,38103,26139
SM_1_04292019_FR,SM_1_04292019_FR_18_t1_ORG,1400,47982,9838,38144,21147
SM_1_04292019_FR,SM_1_04292019_FR_18_t1_ORG,1600,40950,7081,33869,21441
SM_1_04292019_FR,SM_1_04292019_FR_18_t1_ORG,1800,31934,5323,26611,20258
SM_1_04292019_FR,SM_1_04292019_FR_19_t1_ORG,200,1207,1178,29,4116
SM_1_04292019_FR,SM_1_04292019_FR_19_t1_ORG,400,140597,73533,67064,38428
SM_1_04292019_FR,SM_1_04292019_FR_19_t1_ORG,600,55400,17490,37910,31629
SM_1_04292019_FR,SM_1_04292019_FR_19_t1_ORG,800,58080,21430,36650,31017
SM_1_04292019_FR,SM_1_04292019_FR_19_t1_ORG,1000,39176,11893,27283,33965
SM_1_04292019_FR,SM_1_04292019_FR_19_t1_ORG,1200,46737,13771,32966,37630
SM_1_04292019_FR,SM_1_04292019_FR_19_t1_ORG,1400,38613,11512,27101,36470
SM_1_04292019_FR,SM_1_04292019_FR_19_t1_ORG,1600,34328,8767,25561,32183
SM_1_04292019_FR,SM_1_04292019_FR_19_t1_ORG,1800,28636,6144,22492,25790
SM_1_04292019_FR,SM_1_04292019_FR_20_t1_ORG,200,2,2,0,1205
SM_1_04292019_FR,SM_1_04292019_FR_20_t1_ORG,400,130574,65137,65437,75460
SM_1_04292019_FR,SM_1_04292019_FR_20_t1_ORG,600,56269,15925,40344,39475
SM_1_04292019_FR,SM_1_04292019_FR_20_t1_ORG,800,49099,17437,31662,40643
SM_1_04292019_FR,SM_1_04292019_FR_20_t1_ORG,1000,38760,10223,28537,28953
SM_1_04292019_FR,SM_1_04292019_FR_20_t1_ORG,1200,45649,11743,33906,34994
SM_1_04292019_FR,SM_1_04292019_FR_20_t1_ORG,1400,41322,8773,32549,29840
SM_1_04292019_FR,SM_1_04292019_FR_20_t1_ORG,1600,40121,8230,31891,26098
SM_1_04292019_FR,SM_1_04292019_FR_20_t1_ORG,1800,31599,4868,26731,23768
SM_1_04292019_FR,SM_1_04292019_FR_21_t1_ORG,200,115,2,113,0
SM_1_04292019_FR,SM_1_04292019_FR_21_t1_ORG,400,179563,118840,60723,11734
SM_1_04292019_FR,SM_1_04292019_FR_21_t1_ORG,600,64262,21786,42476,34483
SM_1_04292019_FR,SM_1_04292019_FR_21_t1_ORG,800,94627,22106,72521,26993
SM_1_04292019_FR,SM_1_04292019_FR_21_t1_ORG,1000,70847,13813,57034,24947
SM_1_04292019_FR,SM_1_04292019_FR_21_t1_ORG,1200,50106,12779,37327,32870
SM_1_04292019_FR,SM_1_04292019_FR_21_t1_ORG,1400,43114,10806,32308,30516
SM_1_04292019_FR,SM_1_04292019_FR_21_t1_ORG,1600,37302,9501,27801,30620
SM_1_04292019_FR,SM_1_04292019_FR_21_t1_ORG,1800,24286,5139,19147,26460
dwss_1_03122019_FR,dwss_1_03122019_FR_02_t1_ORG,200,40911,0,40911,743
dwss_1_03122019_FR,dwss_1_03122019_FR_02_t1_ORG,400,10042,0,10042,0
dwss_1_03122019_FR,dwss_1_03122019_FR_02_t1_ORG,600,9905,0,9905,335
dwss_1_03122019_FR,dwss_1_03122019_FR_02_t1_ORG,800,9586,0,9586,0
dwss_1_03122019_FR,dwss_1_03122019_FR_02_t1_ORG,1000,7724,0,7724,468
dwss_1_03122019_FR,dwss_1_03122019_FR_02_t1_ORG,1200,16017,0,16017,0
dwss_1_03122019_FR,dwss_1_03122019_FR_02_t1_ORG,1400,5564,0,5564,0
dwss_1_03122019_FR,dwss_1_03122019_FR_02_t1_ORG,1600,10494,0,10494,0
dwss_1_03122019_FR,dwss_1_03122019_FR_02_t1_ORG,1800,12659,0,12659,0
dwss_1_03122019_FR,dwss_1_03122019_FR_03_t1_ORG,200,21687,12263,9424,28648
dwss_1_03122019_FR,dwss_1_03122019_FR_03_t1_ORG,400,6521,2852,3669,7190
dwss_1_03122019_FR,dwss_1_03122019_FR_03_t1_ORG,600,5320,2896,2424,7009
dwss_1_03122019_FR,dwss_1_03122019_FR_03_t1_ORG,800,6042,2091,3951,7495
dwss_1_03122019_FR,dwss_1_03122019_FR_03_t1_ORG,1000,6778,2076,4702,5648
dwss_1_03122019_FR,dwss_1_03122019_FR_03_t1_ORG,1200,9199,4216,4983,11801
dwss_1_03122019_FR,dwss_1_03122019_FR_03_t1_ORG,1400,5954,1132,4822,4432
dwss_1_03122019_FR,dwss_1_03122019_FR_03_t1_ORG,1600,6729,3332,3397,7162
dwss_1_03122019_FR,dwss_1_03122019_FR_03_t1_ORG,1800,6696,2750,3946,9909
dwss_1_03122019_FR,dwss_1_03122019_FR_04_t1_ORG,200,58967,10594,48373,11093
dwss_1_03122019_FR,dwss_1_03122019_FR_04_t1_ORG,400,6463,84,6379,6437
dwss_1_03122019_FR,dwss_1_03122019_FR_04_t1_ORG,600,7596,191,7405,5129
dwss_1_03122019_FR,dwss_1_03122019_FR_04_t1_ORG,800,6358,398,5960,5644
dwss_1_03122019_FR,dwss_1_03122019_FR_04_t1_ORG,1000,5160,389,4771,6389
dwss_1_03122019_FR,dwss_1_03122019_FR_04_t1_ORG,1200,7193,480,6713,8719
dwss_1_03122019_FR,dwss_1_03122019_FR_04_t1_ORG,1400,6411,225,6186,5729
dwss_1_03122019_FR,dwss_1_03122019_FR_04_t1_ORG,1600,8518,576,7942,6153
dwss_1_03122019_FR,dwss_1_03122019_FR_04_t1_ORG,1800,9035,543,8492,6153
dwss_1_03122019_FR,dwss_1_03122019_FR_05_t1_ORG,200,85702,50737,34965,8230
dwss_1_03122019_FR,dwss_1_03122019_FR_05_t1_ORG,400,9874,2617,7257,3846
dwss_1_03122019_FR,dwss_1_03122019_FR_05_t1_ORG,600,13081,2659,10422,4937
dwss_1_03122019_FR,dwss_1_03122019_FR_05_t1_ORG,800,10296,2673,7623,3685
dwss_1_03122019_FR,dwss_1_03122019_FR_05_t1_ORG,1000,9342,2039,7303,3121
dwss_1_03122019_FR,dwss_1_03122019_FR_05_t1_ORG,1200,8036,2585,5451,4608
dwss_1_03122019_FR,dwss_1_03122019_FR_05_t1_ORG,1400,10529,2942,7587,3469
dwss_1_03122019_FR,dwss_1_03122019_FR_05_t1_ORG,1600,13891,3973,9918,4545
dwss_1_03122019_FR,dwss_1_03122019_FR_05_t1_ORG,1800,11995,3562,8433,5473
dwss_1_03122019_FR,dwss_1_03122019_FR_06_t1_ORG,200,99950,72516,27434,13186
dwss_1_03122019_FR,dwss_1_03122019_FR_06_t1_ORG,400,13204,3719,9485,6155
dwss_1_03122019_FR,dwss_1_03122019_FR_06_t1_ORG,600,14376,4359,10017,8722
dwss_1_03122019_FR,dwss_1_03122019_FR_06_t1_ORG,800,12135,4961,7174,5335
dwss_1_03122019_FR,dwss_1_03122019_FR_06_t1_ORG,1000,11728,4252,7476,5090
dwss_1_03122019_FR,dwss_1_03122019_FR_06_t1_ORG,1200,7769,3651,4118,4385
dwss_1_03122019_FR,dwss_1_03122019_FR_06_t1_ORG,1400,10472,4453,6019,6076
dwss_1_03122019_FR,dwss_1_03122019_FR_06_t1_ORG,1600,16574,6518,10056,7373
dwss_1_03122019_FR,dwss_1_03122019_FR_06_t1_ORG,1800,12285,4814,7471,7181
dwss_1_03122019_FR,dwss_1_03122019_FR_07_t1_ORG,200,112833,88126,24707,11824
dwss_1_03122019_FR,dwss_1_03122019_FR_07_t1_ORG,400,12017,4027,7990,9177
dwss_1_03122019_FR,dwss_1_03122019_FR_07_t1_ORG,600,13704,4878,8826,9498
dwss_1_03122019_FR,dwss_1_03122019_FR_07_t1_ORG,800,11203,3979,7224,8156
dwss_1_03122019_FR,dwss_1_03122019_FR_07_t1_ORG,1000,9657,4429,5228,7299
dwss_1_03122019_FR,dwss_1_03122019_FR_07_t1_ORG,1200,8279,2326,5953,5443
dwss_1_03122019_FR,dwss_1_03122019_FR_07_t1_ORG,1400,9611,2868,6743,7604
dwss_1_03122019_FR,dwss_1_03122019_FR_07_t1_ORG,1600,13683,5251,8432,11323
dwss_1_03122019_FR,dwss_1_03122019_FR_07_t1_ORG,1800,13266,4556,8710,7729
dwss_1_03122019_FR,dwss_1_03122019_FR_08_t1_ORG,200,120942,101337,19605,11496
dwss_1_03122019_FR,dwss_1_03122019_FR_08_t1_ORG,400,10124,3278,6846,8739
dwss_1_03122019_FR,dwss_1_03122019_FR_08_t1_ORG,600,11654,3421,8233,10283
dwss_1_03122019_FR,dwss_1_03122019_FR_08_t1_ORG,800,9178,2792,6386,8411
dwss_1_03122019_FR,dwss_1_03122019_FR_08_t1_ORG,1000,7638,2172,5466,7485
dwss_1_03122019_FR,dwss_1_03122019_FR_08_t1_ORG,1200,7501,2729,4772,5550
dwss_1_03122019_FR,dwss_1_03122019_FR_08_t1_ORG,1400,9748,2476,7272,7135
dwss_1_03122019_FR,dwss_1_03122019_FR_08_t1_ORG,1600,10856,2959,7897,10724
dwss_1_03122019_FR,dwss_1_03122019_FR_08_t1_ORG,1800,11600,4012,7588,9254
dwss_1_03122019_FR,dwss_1_03122019_FR_09_t1_ORG,200,130132,111405,18727,9537
dwss_1_03122019_FR,dwss_1_03122019_FR_09_t1_ORG,400,7171,2503,4668,7621
dwss_1_03122019_FR,dwss_1_03122019_FR_09_t1_ORG,600,7149,2317,4832,9337
dwss_1_03122019_FR,dwss_1_03122019_FR_09_t1_ORG,800,8306,2590,5716,6588
dwss_1_03122019_FR,dwss_1_03122019_FR_09_t1_ORG,1000,3999,1622,2377,6016
dwss_1_03122019_FR,dwss_1_03122019_FR_09_t1_ORG,1200,6733,2529,4204,4972
dwss_1_03122019_FR,dwss_1_03122019_FR_09_t1_ORG,1400,8866,2671,6195,7077
dwss_1_03122019_FR,dwss_1_03122019_FR_09_t1_ORG,1600,10265,3326,6939,7530
dwss_1_03122019_FR,dwss_1_03122019_FR_09_t1_ORG,1800,9903,3982,5921,7618
dwss_1_03122019_FR,dwss_1_03122019_FR_10_t1_ORG,200,140918,122520,18398,7612
dwss_1_03122019_FR,dwss_1_03122019_FR_10_t1_ORG,400,4097,1297,2800,5874
dwss_1_03122019_FR,dwss_1_03122019_FR_10_t1_ORG,600,5867,1316,4551,5833
dwss_1_03122019_FR,dwss_1_03122019_FR_10_t1_ORG,800,6401,2374,4027,5932
dwss_1_03122019_FR,dwss_1_03122019_FR_10_t1_ORG,1000,3942,1470,2472,2529
dwss_1_03122019_FR,dwss_1_03122019_FR_10_t1_ORG,1200,6657,2253,4404,4480
dwss_1_03122019_FR,dwss_1_03122019_FR_10_t1_ORG,1400,8424,3600,4824,5266
dwss_1_03122019_FR,dwss_1_03122019_FR_10_t1_ORG,1600,9038,3035,6003,7230
dwss_1_03122019_FR,dwss_1_03122019_FR_10_t1_ORG,1800,8468,3245,5223,6658
dwss_1_03122019_FR,dwss_1_03122019_FR_11_t1_ORG,200,150351,134752,15599,6166
dwss_1_03122019_FR,dwss_1_03122019_FR_11_t1_ORG,400,3627,954,2673,3143
dwss_1_03122019_FR,dwss_1_03122019_FR_11_t1_ORG,600,4767,1678,3089,4189
dwss_1_03122019_FR,dwss_1_03122019_FR_11_t1_ORG,800,4760,1520,3240,4881
dwss_1_03122019_FR,dwss_1_03122019_FR_11_t1_ORG,1000,3574,1109,2465,2833
dwss_1_03122019_FR,dwss_1_03122019_FR_11_t1_ORG,1200,5738,2188,3550,4469
dwss_1_03122019_FR,dwss_1_03122019_FR_11_t1_ORG,1400,8464,3426,5038,4998
dwss_1_03122019_FR,dwss_1_03122019_FR_11_t1_ORG,1600,7366,2924,4442,6114
dwss_1_03122019_FR,dwss_1_03122019_FR_11_t1_ORG,1800,8428,3230,5198,5238
dwss_1_03122019_FR,dwss_1_03122019_FR_12_t1_ORG,200,175016,140398,34618,9953
dwss_1_03122019_FR,dwss_1_03122019_FR_12_t1_ORG,400,651,0,651,3627
dwss_1_03122019_FR,dwss_1_03122019_FR_12_t1_ORG,600,469,153,316,4614
dwss_1_03122019_FR,dwss_1_03122019_FR_12_t1_ORG,800,2807,1032,1775,3728
dwss_1_03122019_FR,dwss_1_03122019_FR_12_t1_ORG,1000,950,303,647,3271
dwss_1_03122019_FR,dwss_1_03122019_FR_12_t1_ORG,1200,1897,649,1248,5089
dwss_1_03122019_FR,dwss_1_03122019_FR_12_t1_ORG,1400,3251,1144,2107,7320
dwss_1_03122019_FR,dwss_1_03122019_FR_12_t1_ORG,1600,3449,1373,2076,5993
dwss_1_03122019_FR,dwss_1_03122019_FR_12_t1_ORG,1800,3511,1200,2311,7228
dwss_1_03122019_FR,dwss_1_03122019_FR_13_t1_ORG,200,160028,153861,6167,21155
dwss_1_03122019_FR,dwss_1_03122019_FR_13_t1_ORG,400,3985,505,3480,146
dwss_1_03122019_FR,dwss_1_03122019_FR_13_t1_ORG,600,2227,152,2075,317
dwss_1_03122019_FR,dwss_1_03122019_FR_13_t1_ORG,800,3820,1144,2676,1663
dwss_1_03122019_FR,dwss_1_03122019_FR_13_t1_ORG,1000,3689,390,3299,560
dwss_1_03122019_FR,dwss_1_03122019_FR_13_t1_ORG,1200,3250,415,2835,1482
dwss_1_03122019_FR,dwss_1_03122019_FR_13_t1_ORG,1400,6269,1438,4831,1813
dwss_1_03122019_FR,dwss_1_03122019_FR_13_t1_ORG,1600,6229,1777,4452,1672
dwss_1_03122019_FR,dwss_1_03122019_FR_13_t1_ORG,1800,6821,1300,5521,2211
dwss_1_03122019_FR,dwss_1_03122019_FR_14_t1_ORG,200,170615,147620,22995,12408
dwss_1_03122019_FR,dwss_1_03122019_FR_14_t1_ORG,400,2367,1009,1358,2976
dwss_1_03122019_FR,dwss_1_03122019_FR_14_t1_ORG,600,1067,250,817,1977
dwss_1_03122019_FR,dwss_1_03122019_FR_14_t1_ORG,800,3182,922,2260,2898
dwss_1_03122019_FR,dwss_1_03122019_FR_14_t1_ORG,1000,1875,739,1136,2950
dwss_1_03122019_FR,dwss_1_03122019_FR_14_t1_ORG,1200,4179,736,3443,2514
dwss_1_03122019_FR,dwss_1_03122019_FR_14_t1_ORG,1400,4423,1120,3303,5149
dwss_1_03122019_FR,dwss_1_03122019_FR_14_t1_ORG,1600,5507,1454,4053,4775
dwss_1_03122019_FR,dwss_1_03122019_FR_14_t1_ORG,1800,5989,1718,4271,5103
dwss_1_03122019_FR,dwss_1_03122019_FR_15_t1_ORG,200,161642,154128,7514,16487
dwss_1_03122019_FR,dwss_1_03122019_FR_15_t1_ORG,400,1584,480,1104,1887
dwss_1_03122019_FR,dwss_1_03122019_FR_15_t1_ORG,600,1038,226,812,841
dwss_1_03122019_FR,dwss_1_03122019_FR_15_t1_ORG,800,944,354,590,2828
dwss_1_03122019_FR,dwss_1_03122019_FR_15_t1_ORG,1000,1548,476,1072,1399
dwss_1_03122019_FR,dwss_1_03122019_FR_15_t1_ORG,1200,3501,1281,2220,2898
dwss_1_03122019_FR,dwss_1_03122019_FR_15_t1_ORG,1400,3221,1131,2090,3292
dwss_1_03122019_FR,dwss_1_03122019_FR_15_t1_ORG,1600,2387,674,1713,4833
dwss_1_03122019_FR,dwss_1_03122019_FR_15_t1_ORG,1800,5594,1997,3597,3992
dwss_1_03122019_FR,dwss_1_03122019_FR_16_t1_ORG,200,177553,156262,21291,5380
dwss_1_03122019_FR,dwss_1_03122019_FR_16_t1_ORG,400,833,58,775,1526
dwss_1_03122019_FR,dwss_1_03122019_FR_16_t1_ORG,600,481,133,348,905
dwss_1_03122019_FR,dwss_1_03122019_FR_16_t1_ORG,800,395,118,277,826
dwss_1_03122019_FR,dwss_1_03122019_FR_16_t1_ORG,1000,561,298,263,1250
dwss_1_03122019_FR,dwss_1_03122019_FR_16_t1_ORG,1200,1889,624,1265,2877
dwss_1_03122019_FR,dwss_1_03122019_FR_16_t1_ORG,1400,2126,785,1341,2436
dwss_1_03122019_FR,dwss_1_03122019_FR_16_t1_ORG,1600,2094,636,1458,1751
dwss_1_03122019_FR,dwss_1_03122019_FR_16_t1_ORG,1800,2566,1093,1473,4501
dwss_1_03122019_FR,dwss_1_03122019_FR_17_t1_ORG,200,141255,139135,2120,38418
dwss_1_03122019_FR,dwss_1_03122019_FR_17_t1_ORG,400,963,4,959,829
dwss_1_03122019_FR,dwss_1_03122019_FR_17_t1_ORG,600,451,13,438,468
dwss_1_03122019_FR,dwss_1_03122019_FR_17_t1_ORG,800,570,20,550,375
dwss_1_03122019_FR,dwss_1_03122019_FR_17_t1_ORG,1000,245,49,196,512
dwss_1_03122019_FR,dwss_1_03122019_FR_17_t1_ORG,1200,380,190,190,1699
dwss_1_03122019_FR,dwss_1_03122019_FR_17_t1_ORG,1400,1191,154,1037,1972
dwss_1_03122019_FR,dwss_1_03122019_FR_17_t1_ORG,1600,1156,88,1068,2006
dwss_1_03122019_FR,dwss_1_03122019_FR_17_t1_ORG,1800,1471,313,1158,2253
dwss_1_03122019_FR,dwss_1_03122019_FR_18_t1_ORG,200,140440,124937,15503,16318
dwss_1_03122019_FR,dwss_1_03122019_FR_18_t1_ORG,400,877,47,830,916
dwss_1_03122019_FR,dwss_1_03122019_FR_18_t1_ORG,600,1153,61,1092,390
dwss_1_03122019_FR,dwss_1_03122019_FR_18_t1_ORG,800,463,100,363,470
dwss_1_03122019_FR,dwss_1_03122019_FR_18_t1_ORG,1000,564,27,537,218
dwss_1_03122019_FR,dwss_1_03122019_FR_18_t1_ORG,1200,72,19,53,361
dwss_1_03122019_FR,dwss_1_03122019_FR_18_t1_ORG,1400,1117,202,915,989
dwss_1_03122019_FR,dwss_1_03122019_FR_18_t1_ORG,1600,1251,254,997,902
dwss_1_03122019_FR,dwss_1_03122019_FR_18_t1_ORG,1800,975,144,831,1327
dwss_1_03122019_FR,dwss_1_03122019_FR_19_t1_ORG,200,148229,128417,19812,12023
dwss_1_03122019_FR,dwss_1_03122019_FR_19_t1_ORG,400,1997,173,1824,704
dwss_1_03122019_FR,dwss_1_03122019_FR_19_t1_ORG,600,1965,240,1725,913
dwss_1_03122019_FR,dwss_1_03122019_FR_19_t1_ORG,800,839,8,831,455
dwss_1_03122019_FR,dwss_1_03122019_FR_19_t1_ORG,1000,683,96,587,468
dwss_1_03122019_FR,dwss_1_03122019_FR_19_t1_ORG,1200,530,18,512,54
dwss_1_03122019_FR,dwss_1_03122019_FR_19_t1_ORG,1400,1631,329,1302,788
dwss_1_03122019_FR,dwss_1_03122019_FR_19_t1_ORG,1600,1193,265,928,986
dwss_1_03122019_FR,dwss_1_03122019_FR_19_t1_ORG,1800,1460,247,1213,728
dwss_1_03122019_FR,dwss_1_03122019_FR_20_t1_ORG,200,155329,134376,20953,13853
dwss_1_03122019_FR,dwss_1_03122019_FR_20_t1_ORG,400,3946,334,3612,1663
dwss_1_03122019_FR,dwss_1_03122019_FR_20_t1_ORG,600,2315,253,2062,1712
dwss_1_03122019_FR,dwss_1_03122019_FR_20_t1_ORG,800,1279,173,1106,666
dwss_1_03122019_FR,dwss_1_03122019_FR_20_t1_ORG,1000,944,298,646,385
dwss_1_03122019_FR,dwss_1_03122019_FR_20_t1_ORG,1200,789,94,695,436
dwss_1_03122019_FR,dwss_1_03122019_FR_20_t1_ORG,1400,2673,583,2090,1048
dwss_1_03122019_FR,dwss_1_03122019_FR_20_t1_ORG,1600,1279,281,998,912
dwss_1_03122019_FR,dwss_1_03122019_FR_20_t1_ORG,1800,1500,322,1178,1138
dwss_1_03122019_FR,dwss_1_03122019_FR_21_t1_ORG,200,163378,140349,23029,14980
dwss_1_03122019_FR,dwss_1_03122019_FR_21_t1_ORG,400,5998,606,5392,3340
dwss_1_03122019_FR,dwss_1_03122019_FR_21_t1_ORG,600,3257,305,2952,2010
dwss_1_03122019_FR,dwss_1_03122019_FR_21_t1_ORG,800,2672,306,2366,973
dwss_1_03122019_FR,dwss_1_03122019_FR_21_t1_ORG,1000,1732,350,1382,594
dwss_1_03122019_FR,dwss_1_03122019_FR_21_t1_ORG,1200,983,136,847,653
dwss_1_03122019_FR,dwss_1_03122019_FR_21_t1_ORG,1400,2645,650,1995,2023
dwss_1_03122019_FR,dwss_1_03122019_FR_21_t1_ORG,1600,1946,363,1583,916
dwss_1_03122019_FR,dwss_1_03122019_FR_21_t1_ORG,1800,1470,320,1150,1180
dwss_1_03122019_FR,dwss_1_03122019_FR_22_t1_ORG,200,134607,108675,25932,54703
dwss_1_03122019_FR,dwss_1_03122019_FR_22_t1_ORG,400,9,0,9,5998
dwss_1_03122019_FR,dwss_1_03122019_FR_22_t1_ORG,600,234,17,217,3240
dwss_1_03122019_FR,dwss_1_03122019_FR_22_t1_ORG,800,527,0,527,2672
dwss_1_03122019_FR,dwss_1_03122019_FR_22_t1_ORG,1000,380,0,380,1732
dwss_1_03122019_FR,dwss_1_03122019_FR_22_t1_ORG,1200,197,0,197,983
dwss_1_03122019_FR,dwss_1_03122019_FR_22_t1_ORG,1400,544,0,544,2645
dwss_1_03122019_FR,dwss_1_03122019_FR_22_t1_ORG,1600,579,0,579,1946
dwss_1_03122019_FR,dwss_1_03122019_FR_22_t1_ORG,1800,148,0,148,1470
dwss_1_03132019_FR,dwss_1_03132019_FR_02_t1_ORG,200,16274,0,16274,1493
dwss_1_03132019_FR,dwss_1_03132019_FR_02_t1_ORG,400,589,0,589,0
dwss_1_03132019_FR,dwss_1_03132019_FR_02_t1_ORG,600,443,0,443,0
dwss_1_03132019_FR,dwss_1_03132019_FR_02_t1_ORG,800,1417,0,1417,0
dwss_1_03132019_FR,dwss_1_03132019_FR_02_t1_ORG,1000,3976,0,3976,282
