Experiment,datafile,Layer,SumSliceY,SumSliceYsame,SumSliceYgain,SumSliceYlost
SM_1_03072019_FR,SM_1_03072019_FR_17_t1_ORG,1400,38112,13831,24281,33227
SM_1_03072019_FR,SM_1_03072019_FR_17_t1_ORG,1600,40704,15622,25082,31229
SM_1_03072019_FR,SM_1_03072019_FR_17_t1_ORG,1800,33659,10734,22925,28604
SM_1_03072019_FR,SM_1_03072019_FR_18_t1_ORG,200,221634,152723,68911,11601
SM_1_03072019_FR,SM_1_03072019_FR_18_t1_ORG,400,6550,1600,4950,10869
SM_1_03072019_FR,SM_1_03072019_FR_18_t1_ORG,600,13789,4042,9747,21801
SM_1_03072019_FR,SM_1_03072019_FR_18_t1_ORG,800,13402,4363,9039,25795
SM_1_03072019_FR,SM_1_03072019_FR_18_t1_ORG,1000,13678,5737,7941,37988
SM_1_03072019_FR,SM_1_03072019_FR_18_t1_ORG,1200,20143,10754,9389,36057
SM_1_03072019_FR,SM_1_03072019_FR_18_t1_ORG,1400,17193,6704,10489,31408
SM_1_03072019_FR,SM_1_03072019_FR_18_t1_ORG,1600,7913,3808,4105,36896
SM_1_03072019_FR,SM_1_03072019_FR_18_t1_ORG,1800,5486,2714,2772,30945
SM_1_03072019_FR,SM_1_03072019_FR_19_t1_ORG,200,190612,182857,7755,38777
SM_1_03072019_FR,SM_1_03072019_FR_19_t1_ORG,400,16443,3168,13275,3382
SM_1_03072019_FR,SM_1_03072019_FR_19_t1_ORG,600,25812,4977,20835,8812
SM_1_03072019_FR,SM_1_03072019_FR_19_t1_ORG,800,33084,5431,27653,7971
SM_1_03072019_FR,SM_1_03072019_FR_19_t1_ORG,1000,39294,4082,35212,9596
SM_1_03072019_FR,SM_1_03072019_FR_19_t1_ORG,1200,36662,12276,24386,7867
SM_1_03072019_FR,SM_1_03072019_FR_19_t1_ORG,1400,37286,8781,28505,8412
SM_1_03072019_FR,SM_1_03072019_FR_19_t1_ORG,1600,34068,3883,30185,4030
SM_1_03072019_FR,SM_1_03072019_FR_19_t1_ORG,1800,26056,2254,23802,3232
SM_1_03072019_FR,SM_1_03072019_FR_20_t1_ORG,200,200364,172855,27509,17757
SM_1_03072019_FR,SM_1_03072019_FR_20_t1_ORG,400,23083,5575,17508,10868
SM_1_03072019_FR,SM_1_03072019_FR_20_t1_ORG,600,30691,8641,22050,17171
SM_1_03072019_FR,SM_1_03072019_FR_20_t1_ORG,800,31723,12032,19691,21052
SM_1_03072019_FR,SM_1_03072019_FR_20_t1_ORG,1000,37036,11411,25625,27883
SM_1_03072019_FR,SM_1_03072019_FR_20_t1_ORG,1200,35698,14945,20753,21717
SM_1_03072019_FR,SM_1_03072019_FR_20_t1_ORG,1400,31749,11866,19883,25420
SM_1_03072019_FR,SM_1_03072019_FR_20_t1_ORG,1600,29733,11132,18601,22936
SM_1_03072019_FR,SM_1_03072019_FR_20_t1_ORG,1800,24098,7359,16739,18697
SM_1_03072019_FR,SM_1_03072019_FR_21_t1_ORG,200,199116,162523,36593,37841
SM_1_03072019_FR,SM_1_03072019_FR_21_t1_ORG,400,30699,6036,24663,17047
SM_1_03072019_FR,SM_1_03072019_FR_21_t1_ORG,600,28210,7232,20978,23459
SM_1_03072019_FR,SM_1_03072019_FR_21_t1_ORG,800,35803,10433,25370,21290
SM_1_03072019_FR,SM_1_03072019_FR_21_t1_ORG,1000,33287,9895,23392,27141
SM_1_03072019_FR,SM_1_03072019_FR_21_t1_ORG,1200,34503,14824,19679,20874
SM_1_03072019_FR,SM_1_03072019_FR_21_t1_ORG,1400,26807,8794,18013,22955
SM_1_03072019_FR,SM_1_03072019_FR_21_t1_ORG,1600,28869,9736,19133,19997
SM_1_03072019_FR,SM_1_03072019_FR_21_t1_ORG,1800,20350,6725,13625,17373
SM_1_03072019_FR,SM_1_03072019_FR_22_t1_ORG,200,106774,81992,24782,117124
SM_1_03072019_FR,SM_1_03072019_FR_22_t1_ORG,400,214923,19654,195269,11045
SM_1_03072019_FR,SM_1_03072019_FR_22_t1_ORG,600,11058,3506,7552,24704
SM_1_03072019_FR,SM_1_03072019_FR_22_t1_ORG,800,7850,1986,5864,33817
SM_1_03072019_FR,SM_1_03072019_FR_22_t1_ORG,1000,15573,4993,10580,28294
SM_1_03072019_FR,SM_1_03072019_FR_22_t1_ORG,1200,21834,13795,8039,20708
SM_1_03072019_FR,SM_1_03072019_FR_22_t1_ORG,1400,11789,5222,6567,21585
SM_1_03072019_FR,SM_1_03072019_FR_22_t1_ORG,1600,10515,4465,6050,24404
SM_1_03072019_FR,SM_1_03072019_FR_22_t1_ORG,1800,2599,693,1906,19657
SM_1_03082019_FR,SM_1_03082019_FR_02_t1_ORG,200,19940,5337,14603,1095
SM_1_03082019_FR,SM_1_03082019_FR_02_t1_ORG,400,0,0,0,0
SM_1_03082019_FR,SM_1_03082019_FR_02_t1_ORG,600,0,0,0,0
SM_1_03082019_FR,SM_1_03082019_FR_02_t1_ORG,800,0,0,0,0
SM_1_03082019_FR,SM_1_03082019_FR_02_t1_ORG,1000,0,0,0,0
SM_1_03082019_FR,SM_1_03082019_FR_02_t1_ORG,1200,0,0,0,0
SM_1_03082019_FR,SM_1_03082019_FR_02_t1_ORG,1400,0,0,0,0
SM_1_03082019_FR,SM_1_03082019_FR_02_t1_ORG,1600,0,0,0,0
SM_1_03082019_FR,SM_1_03082019_FR_02_t1_ORG,1800,0,0,0,0
SM_1_03082019_FR,SM_1_03082019_FR_03_t1_ORG,200,10292,7987,2305,11953
SM_1_03082019_FR,SM_1_03082019_FR_03_t1_ORG,400,0,0,0,0
SM_1_03082019_FR,SM_1_03082019_FR_03_t1_ORG,600,0,0,0,0
SM_1_03082019_FR,SM_1_03082019_FR_03_t1_ORG,800,0,0,0,0
SM_1_03082019_FR,SM_1_03082019_FR_03_t1_ORG,1000,0,0,0,0
SM_1_03082019_FR,SM_1_03082019_FR_03_t1_ORG,1200,0,0,0,0
SM_1_03082019_FR,SM_1_03082019_FR_03_t1_ORG,1400,0,0,0,0
SM_1_03082019_FR,SM_1_03082019_FR_03_t1_ORG,1600,0,0,0,0
SM_1_03082019_FR,SM_1_03082019_FR_03_t1_ORG,1800,0,0,0,0
SM_1_03082019_FR,SM_1_03082019_FR_04_t1_ORG,200,2200,1903,297,8389
SM_1_03082019_FR,SM_1_03082019_FR_04_t1_ORG,400,0,0,0,0
SM_1_03082019_FR,SM_1_03082019_FR_04_t1_ORG,600,0,0,0,0
SM_1_03082019_FR,SM_1_03082019_FR_04_t1_ORG,800,0,0,0,0
SM_1_03082019_FR,SM_1_03082019_FR_04_t1_ORG,1000,0,0,0,0
SM_1_03082019_FR,SM_1_03082019_FR_04_t1_ORG,1200,0,0,0,0
SM_1_03082019_FR,SM_1_03082019_FR_04_t1_ORG,1400,0,0,0,0
SM_1_03082019_FR,SM_1_03082019_FR_04_t1_ORG,1600,0,0,0,0
SM_1_03082019_FR,SM_1_03082019_FR_04_t1_ORG,1800,0,0,0,0
SM_1_03082019_FR,SM_1_03082019_FR_05_t1_ORG,200,861,765,96,1435
SM_1_03082019_FR,SM_1_03082019_FR_05_t1_ORG,400,0,0,0,0
SM_1_03082019_FR,SM_1_03082019_FR_05_t1_ORG,600,0,0,0,0
SM_1_03082019_FR,SM_1_03082019_FR_05_t1_ORG,800,259,0,259,0
SM_1_03082019_FR,SM_1_03082019_FR_05_t1_ORG,1000,0,0,0,0
SM_1_03082019_FR,SM_1_03082019_FR_05_t1_ORG,1200,0,0,0,0
SM_1_03082019_FR,SM_1_03082019_FR_05_t1_ORG,1400,0,0,0,0
SM_1_03082019_FR,SM_1_03082019_FR_05_t1_ORG,1600,165,0,165,0
SM_1_03082019_FR,SM_1_03082019_FR_05_t1_ORG,1800,0,0,0,0
SM_1_03082019_FR,SM_1_03082019_FR_06_t1_ORG,200,414,382,32,479
SM_1_03082019_FR,SM_1_03082019_FR_06_t1_ORG,400,981,0,981,0
SM_1_03082019_FR,SM_1_03082019_FR_06_t1_ORG,600,0,0,0,0
SM_1_03082019_FR,SM_1_03082019_FR_06_t1_ORG,800,0,0,0,259
SM_1_03082019_FR,SM_1_03082019_FR_06_t1_ORG,1000,1426,0,1426,0
SM_1_03082019_FR,SM_1_03082019_FR_06_t1_ORG,1200,862,0,862,0
SM_1_03082019_FR,SM_1_03082019_FR_06_t1_ORG,1400,0,0,0,0
SM_1_03082019_FR,SM_1_03082019_FR_06_t1_ORG,1600,165,0,165,165
SM_1_03082019_FR,SM_1_03082019_FR_06_t1_ORG,1800,0,0,0,0
SM_1_03082019_FR,SM_1_03082019_FR_07_t1_ORG,200,3039,38,3001,376
SM_1_03082019_FR,SM_1_03082019_FR_07_t1_ORG,400,1221,876,345,105
SM_1_03082019_FR,SM_1_03082019_FR_07_t1_ORG,600,0,0,0,0
SM_1_03082019_FR,SM_1_03082019_FR_07_t1_ORG,800,371,0,371,0
SM_1_03082019_FR,SM_1_03082019_FR_07_t1_ORG,1000,1516,1101,415,325
SM_1_03082019_FR,SM_1_03082019_FR_07_t1_ORG,1200,994,824,170,38
SM_1_03082019_FR,SM_1_03082019_FR_07_t1_ORG,1400,155,0,155,0
SM_1_03082019_FR,SM_1_03082019_FR_07_t1_ORG,1600,1240,5,1235,160
SM_1_03082019_FR,SM_1_03082019_FR_07_t1_ORG,1800,0,0,0,0
SM_1_03082019_FR,SM_1_03082019_FR_08_t1_ORG,200,6966,2183,4783,856
SM_1_03082019_FR,SM_1_03082019_FR_08_t1_ORG,400,1451,1186,265,35
SM_1_03082019_FR,SM_1_03082019_FR_08_t1_ORG,600,685,0,685,0
SM_1_03082019_FR,SM_1_03082019_FR_08_t1_ORG,800,478,371,107,0
SM_1_03082019_FR,SM_1_03082019_FR_08_t1_ORG,1000,1667,1142,525,374
SM_1_03082019_FR,SM_1_03082019_FR_08_t1_ORG,1200,1817,843,974,151
SM_1_03082019_FR,SM_1_03082019_FR_08_t1_ORG,1400,739,50,689,105
SM_1_03082019_FR,SM_1_03082019_FR_08_t1_ORG,1600,4376,764,3612,476
SM_1_03082019_FR,SM_1_03082019_FR_08_t1_ORG,1800,1049,0,1049,0
SM_1_03082019_FR,SM_1_03082019_FR_09_t1_ORG,200,12983,4567,8416,2399
SM_1_03082019_FR,SM_1_03082019_FR_09_t1_ORG,400,1858,1297,561,154
SM_1_03082019_FR,SM_1_03082019_FR_09_t1_ORG,600,1391,400,991,285
SM_1_03082019_FR,SM_1_03082019_FR_09_t1_ORG,800,1740,339,1401,139
SM_1_03082019_FR,SM_1_03082019_FR_09_t1_ORG,1000,2028,1076,952,591
SM_1_03082019_FR,SM_1_03082019_FR_09_t1_ORG,1200,4081,1788,2293,29
SM_1_03082019_FR,SM_1_03082019_FR_09_t1_ORG,1400,1522,341,1181,398
SM_1_03082019_FR,SM_1_03082019_FR_09_t1_ORG,1600,6015,3217,2798,1159
SM_1_03082019_FR,SM_1_03082019_FR_09_t1_ORG,1800,1391,780,611,269
SM_1_03082019_FR,SM_1_03082019_FR_10_t1_ORG,200,22559,8913,13646,4070
SM_1_03082019_FR,SM_1_03082019_FR_10_t1_ORG,400,1873,1325,548,533
SM_1_03082019_FR,SM_1_03082019_FR_10_t1_ORG,600,1560,484,1076,907
SM_1_03082019_FR,SM_1_03082019_FR_10_t1_ORG,800,1954,270,1684,1470
SM_1_03082019_FR,SM_1_03082019_FR_10_t1_ORG,1000,4449,1652,2797,376
SM_1_03082019_FR,SM_1_03082019_FR_10_t1_ORG,1200,5146,3132,2014,949
SM_1_03082019_FR,SM_1_03082019_FR_10_t1_ORG,1400,6744,1005,5739,517
SM_1_03082019_FR,SM_1_03082019_FR_10_t1_ORG,1600,9311,4594,4717,1421
SM_1_03082019_FR,SM_1_03082019_FR_10_t1_ORG,1800,3544,960,2584,431
SM_1_03082019_FR,SM_1_03082019_FR_11_t1_ORG,200,34715,15596,19119,6963
SM_1_03082019_FR,SM_1_03082019_FR_11_t1_ORG,400,2740,385,2355,1488
SM_1_03082019_FR,SM_1_03082019_FR_11_t1_ORG,600,2523,1274,1249,286
SM_1_03082019_FR,SM_1_03082019_FR_11_t1_ORG,800,1959,802,1157,1152
SM_1_03082019_FR,SM_1_03082019_FR_11_t1_ORG,1000,3934,2055,1879,2394
SM_1_03082019_FR,SM_1_03082019_FR_11_t1_ORG,1200,8403,3363,5040,1783
SM_1_03082019_FR,SM_1_03082019_FR_11_t1_ORG,1400,5343,2765,2578,3979
SM_1_03082019_FR,SM_1_03082019_FR_11_t1_ORG,1600,12469,6362,6107,2949
SM_1_03082019_FR,SM_1_03082019_FR_11_t1_ORG,1800,6557,2467,4090,1077
SM_1_03082019_FR,SM_1_03082019_FR_12_t1_ORG,200,43599,20691,22908,14024
SM_1_03082019_FR,SM_1_03082019_FR_12_t1_ORG,400,18738,1299,17439,1441
SM_1_03082019_FR,SM_1_03082019_FR_12_t1_ORG,600,4126,780,3346,1743
SM_1_03082019_FR,SM_1_03082019_FR_12_t1_ORG,800,4066,256,3810,1703
SM_1_03082019_FR,SM_1_03082019_FR_12_t1_ORG,1000,4517,2430,2087,1504
SM_1_03082019_FR,SM_1_03082019_FR_12_t1_ORG,1200,8555,4738,3817,3665
SM_1_03082019_FR,SM_1_03082019_FR_12_t1_ORG,1400,7021,3079,3942,2264
SM_1_03082019_FR,SM_1_03082019_FR_12_t1_ORG,1600,12056,7312,4744,5157
SM_1_03082019_FR,SM_1_03082019_FR_12_t1_ORG,1800,10518,3551,6967,3006
SM_1_03082019_FR,SM_1_03082019_FR_13_t1_ORG,200,39468,26342,13126,17257
SM_1_03082019_FR,SM_1_03082019_FR_13_t1_ORG,400,46111,7989,38122,10749
SM_1_03082019_FR,SM_1_03082019_FR_13_t1_ORG,600,16068,1413,14655,2713
SM_1_03082019_FR,SM_1_03082019_FR_13_t1_ORG,800,3417,639,2778,3427
SM_1_03082019_FR,SM_1_03082019_FR_13_t1_ORG,1000,7051,2517,4534,2000
SM_1_03082019_FR,SM_1_03082019_FR_13_t1_ORG,1200,12666,5746,6920,2809
SM_1_03082019_FR,SM_1_03082019_FR_13_t1_ORG,1400,8892,3052,5840,3969
SM_1_03082019_FR,SM_1_03082019_FR_13_t1_ORG,1600,12953,7088,5865,4968
SM_1_03082019_FR,SM_1_03082019_FR_13_t1_ORG,1800,12810,5422,7388,5096
SM_1_03082019_FR,SM_1_03082019_FR_14_t1_ORG,200,38254,32828,5426,6640
SM_1_03082019_FR,SM_1_03082019_FR_14_t1_ORG,400,46593,20902,25691,25209
SM_1_03082019_FR,SM_1_03082019_FR_14_t1_ORG,600,39834,4593,35241,11475
SM_1_03082019_FR,SM_1_03082019_FR_14_t1_ORG,800,44324,1465,42859,1952
SM_1_03082019_FR,SM_1_03082019_FR_14_t1_ORG,1000,12876,3099,9777,3952
SM_1_03082019_FR,SM_1_03082019_FR_14_t1_ORG,1200,11645,6583,5062,6083
SM_1_03082019_FR,SM_1_03082019_FR_14_t1_ORG,1400,9148,4783,4365,4109
SM_1_03082019_FR,SM_1_03082019_FR_14_t1_ORG,1600,14128,7972,6156,4981
SM_1_03082019_FR,SM_1_03082019_FR_14_t1_ORG,1800,13332,6699,6633,6111
SM_1_03082019_FR,SM_1_03082019_FR_15_t1_ORG,200,35294,33975,1319,4279
SM_1_03082019_FR,SM_1_03082019_FR_15_t1_ORG,400,44281,38066,6215,8527
SM_1_03082019_FR,SM_1_03082019_FR_15_t1_ORG,600,37676,18491,19185,21343
SM_1_03082019_FR,SM_1_03082019_FR_15_t1_ORG,800,47073,10216,36857,34108
SM_1_03082019_FR,SM_1_03082019_FR_15_t1_ORG,1000,56088,4789,51299,8087
SM_1_03082019_FR,SM_1_03082019_FR_15_t1_ORG,1200,45714,7044,38670,4601
SM_1_03082019_FR,SM_1_03082019_FR_15_t1_ORG,1400,12432,4610,7822,4538
SM_1_03082019_FR,SM_1_03082019_FR_15_t1_ORG,1600,15696,8440,7256,5688
SM_1_03082019_FR,SM_1_03082019_FR_15_t1_ORG,1800,13464,7201,6263,6131
SM_1_03082019_FR,SM_1_03082019_FR_16_t1_ORG,200,32680,32163,517,3131
SM_1_03082019_FR,SM_1_03082019_FR_16_t1_ORG,400,41712,39252,2460,5029
SM_1_03082019_FR,SM_1_03082019_FR_16_t1_ORG,600,35267,29705,5562,7971
SM_1_03082019_FR,SM_1_03082019_FR_16_t1_ORG,800,41105,28705,12400,18368
SM_1_03082019_FR,SM_1_03082019_FR_16_t1_ORG,1000,53803,12515,41288,43573
SM_1_03082019_FR,SM_1_03082019_FR_16_t1_ORG,1200,61955,10347,51608,35367
SM_1_03082019_FR,SM_1_03082019_FR_16_t1_ORG,1400,73482,4925,68557,7507
SM_1_03082019_FR,SM_1_03082019_FR_16_t1_ORG,1600,37806,9483,28323,6213
SM_1_03082019_FR,SM_1_03082019_FR_16_t1_ORG,1800,23741,8250,15491,5214
SM_1_03082019_FR,SM_1_03082019_FR_17_t1_ORG,200,36861,26591,10270,6089
SM_1_03082019_FR,SM_1_03082019_FR_17_t1_ORG,400,49947,33805,16142,7907
SM_1_03082019_FR,SM_1_03082019_FR_17_t1_ORG,600,43589,27779,15810,7488
SM_1_03082019_FR,SM_1_03082019_FR_17_t1_ORG,800,48915,33249,15666,7856
SM_1_03082019_FR,SM_1_03082019_FR_17_t1_ORG,1000,58057,29616,28441,24187
SM_1_03082019_FR,SM_1_03082019_FR_17_t1_ORG,1200,65928,21259,44669,40696
SM_1_03082019_FR,SM_1_03082019_FR_17_t1_ORG,1400,80378,29709,50669,43773
SM_1_03082019_FR,SM_1_03082019_FR_17_t1_ORG,1600,84837,13540,71297,24266
SM_1_03082019_FR,SM_1_03082019_FR_17_t1_ORG,1800,83478,12159,71319,11582
SM_1_04232019_FR,SM_1_04232019_FR_02_t1_ORG,200,40913,12115,28798,13283
SM_1_04232019_FR,SM_1_04232019_FR_02_t1_ORG,400,0,0,0,0
SM_1_04232019_FR,SM_1_04232019_FR_02_t1_ORG,600,670,0,670,0
SM_1_04232019_FR,SM_1_04232019_FR_02_t1_ORG,800,0,0,0,0
SM_1_04232019_FR,SM_1_04232019_FR_02_t1_ORG,1000,434,0,434,0
SM_1_04232019_FR,SM_1_04232019_FR_02_t1_ORG,1200,0,0,0,0
SM_1_04232019_FR,SM_1_04232019_FR_02_t1_ORG,1400,0,0,0,0
SM_1_04232019_FR,SM_1_04232019_FR_02_t1_ORG,1600,298,0,298,0
SM_1_04232019_FR,SM_1_04232019_FR_02_t1_ORG,1800,0,0,0,0
SM_1_04232019_FR,SM_1_04232019_FR_03_t1_ORG,200,16412,11963,4449,28950
SM_1_04232019_FR,SM_1_04232019_FR_03_t1_ORG,400,0,0,0,0
SM_1_04232019_FR,SM_1_04232019_FR_03_t1_ORG,600,0,0,0,670
SM_1_04232019_FR,SM_1_04232019_FR_03_t1_ORG,800,484,0,484,0
SM_1_04232019_FR,SM_1_04232019_FR_03_t1_ORG,1000,899,181,718,253
SM_1_04232019_FR,SM_1_04232019_FR_03_t1_ORG,1200,98,0,98,0
SM_1_04232019_FR,SM_1_04232019_FR_03_t1_ORG,1400,0,0,0,0
SM_1_04232019_FR,SM_1_04232019_FR_03_t1_ORG,1600,2262,168,2094,130
SM_1_04232019_FR,SM_1_04232019_FR_03_t1_ORG,1800,734,0,734,0
SM_1_04232019_FR,SM_1_04232019_FR_04_t1_ORG,200,31435,10245,21190,6167
SM_1_04232019_FR,SM_1_04232019_FR_04_t1_ORG,400,0,0,0,0
SM_1_04232019_FR,SM_1_04232019_FR_04_t1_ORG,600,0,0,0,0
SM_1_04232019_FR,SM_1_04232019_FR_04_t1_ORG,800,0,0,0,484
SM_1_04232019_FR,SM_1_04232019_FR_04_t1_ORG,1000,0,0,0,899
SM_1_04232019_FR,SM_1_04232019_FR_04_t1_ORG,1200,0,0,0,98
SM_1_04232019_FR,SM_1_04232019_FR_04_t1_ORG,1400,0,0,0,0
SM_1_04232019_FR,SM_1_04232019_FR_04_t1_ORG,1600,1963,0,1963,2262
SM_1_04232019_FR,SM_1_04232019_FR_04_t1_ORG,1800,0,0,0,734
SM_1_04232019_FR,SM_1_04232019_FR_05_t1_ORG,200,36572,21782,14790,9653
SM_1_04232019_FR,SM_1_04232019_FR_05_t1_ORG,400,0,0,0,0
SM_1_04232019_FR,SM_1_04232019_FR_05_t1_ORG,600,0,0,0,0
SM_1_04232019_FR,SM_1_04232019_FR_05_t1_ORG,800,490,0,490,0
SM_1_04232019_FR,SM_1_04232019_FR_05_t1_ORG,1000,0,0,0,0
SM_1_04232019_FR,SM_1_04232019_FR_05_t1_ORG,1200,0,0,0,0
SM_1_04232019_FR,SM_1_04232019_FR_05_t1_ORG,1400,0,0,0,0
SM_1_04232019_FR,SM_1_04232019_FR_05_t1_ORG,1600,4185,1152,3033,811
SM_1_04232019_FR,SM_1_04232019_FR_05_t1_ORG,1800,0,0,0,0
SM_1_04232019_FR,SM_1_04232019_FR_06_t1_ORG,200,31454,27881,3573,8691
SM_1_04232019_FR,SM_1_04232019_FR_06_t1_ORG,400,0,0,0,0
SM_1_04232019_FR,SM_1_04232019_FR_06_t1_ORG,600,962,0,962,0
SM_1_04232019_FR,SM_1_04232019_FR_06_t1_ORG,800,617,484,133,6
SM_1_04232019_FR,SM_1_04232019_FR_06_t1_ORG,1000,0,0,0,0
SM_1_04232019_FR,SM_1_04232019_FR_06_t1_ORG,1200,0,0,0,0
SM_1_04232019_FR,SM_1_04232019_FR_06_t1_ORG,1400,0,0,0,0
SM_1_04232019_FR,SM_1_04232019_FR_06_t1_ORG,1600,3637,1730,1907,2455
SM_1_04232019_FR,SM_1_04232019_FR_06_t1_ORG,1800,0,0,0,0
SM_1_04232019_FR,SM_1_04232019_FR_07_t1_ORG,200,32834,15836,16998,15618
SM_1_04232019_FR,SM_1_04232019_FR_07_t1_ORG,400,0,0,0,0
SM_1_04232019_FR,SM_1_04232019_FR_07_t1_ORG,600,0,0,0,962
SM_1_04232019_FR,SM_1_04232019_FR_07_t1_ORG,800,1589,0,1589,617
SM_1_04232019_FR,SM_1_04232019_FR_07_t1_ORG,1000,0,0,0,0
SM_1_04232019_FR,SM_1_04232019_FR_07_t1_ORG,1200,0,0,0,0
SM_1_04232019_FR,SM_1_04232019_FR_07_t1_ORG,1400,3542,0,3542,0
SM_1_04232019_FR,SM_1_04232019_FR_07_t1_ORG,1600,1227,494,733,3143
SM_1_04232019_FR,SM_1_04232019_FR_07_t1_ORG,1800,984,0,984,0
SM_1_04232019_FR,SM_1_04232019_FR_08_t1_ORG,200,26865,17194,9671,15640
SM_1_04232019_FR,SM_1_04232019_FR_08_t1_ORG,400,3119,0,3119,0
SM_1_04232019_FR,SM_1_04232019_FR_08_t1_ORG,600,1201,0,1201,0
SM_1_04232019_FR,SM_1_04232019_FR_08_t1_ORG,800,1325,0,1325,1589
SM_1_04232019_FR,SM_1_04232019_FR_08_t1_ORG,1000,2616,0,2616,0
SM_1_04232019_FR,SM_1_04232019_FR_08_t1_ORG,1200,0,0,0,0
SM_1_04232019_FR,SM_1_04232019_FR_08_t1_ORG,1400,3626,2146,1480,1396
SM_1_04232019_FR,SM_1_04232019_FR_08_t1_ORG,1600,5444,374,5070,853
SM_1_04232019_FR,SM_1_04232019_FR_08_t1_ORG,1800,4293,742,3551,242
SM_1_04232019_FR,SM_1_04232019_FR_09_t1_ORG,200,25147,14643,10504,12222
SM_1_04232019_FR,SM_1_04232019_FR_09_t1_ORG,400,5458,2035,3423,1084
SM_1_04232019_FR,SM_1_04232019_FR_09_t1_ORG,600,3688,873,2815,328
SM_1_04232019_FR,SM_1_04232019_FR_09_t1_ORG,800,1294,130,1164,1195
SM_1_04232019_FR,SM_1_04232019_FR_09_t1_ORG,1000,2860,968,1892,1648
SM_1_04232019_FR,SM_1_04232019_FR_09_t1_ORG,1200,2134,0,2134,0
SM_1_04232019_FR,SM_1_04232019_FR_09_t1_ORG,1400,7986,2169,5817,1457
SM_1_04232019_FR,SM_1_04232019_FR_09_t1_ORG,1600,6618,3167,3451,2277
SM_1_04232019_FR,SM_1_04232019_FR_09_t1_ORG,1800,5136,2106,3030,2187
SM_1_04232019_FR,SM_1_04232019_FR_10_t1_ORG,200,35348,17361,17987,7786
SM_1_04232019_FR,SM_1_04232019_FR_10_t1_ORG,400,14259,4064,10195,1394
SM_1_04232019_FR,SM_1_04232019_FR_10_t1_ORG,600,5023,1517,3506,2171
SM_1_04232019_FR,SM_1_04232019_FR_10_t1_ORG,800,1752,4,1748,1290
SM_1_04232019_FR,SM_1_04232019_FR_10_t1_ORG,1000,5025,1207,3818,1653
SM_1_04232019_FR,SM_1_04232019_FR_10_t1_ORG,1200,4941,1715,3226,419
SM_1_04232019_FR,SM_1_04232019_FR_10_t1_ORG,1400,15558,5792,9766,2194
SM_1_04232019_FR,SM_1_04232019_FR_10_t1_ORG,1600,14030,5108,8922,1510
SM_1_04232019_FR,SM_1_04232019_FR_10_t1_ORG,1800,14347,4000,10347,1136
SM_1_04232019_FR,SM_1_04232019_FR_11_t1_ORG,200,52512,24441,28071,10907
SM_1_04232019_FR,SM_1_04232019_FR_11_t1_ORG,400,13509,8536,4973,5723
SM_1_04232019_FR,SM_1_04232019_FR_11_t1_ORG,600,8864,2596,6268,2427
SM_1_04232019_FR,SM_1_04232019_FR_11_t1_ORG,800,8747,1091,7656,661
SM_1_04232019_FR,SM_1_04232019_FR_11_t1_ORG,1000,16462,2066,14396,2959
SM_1_04232019_FR,SM_1_04232019_FR_11_t1_ORG,1200,12651,3725,8926,1216
SM_1_04232019_FR,SM_1_04232019_FR_11_t1_ORG,1400,23509,9975,13534,5583
SM_1_04232019_FR,SM_1_04232019_FR_11_t1_ORG,1600,20895,10890,10005,3140
SM_1_04232019_FR,SM_1_04232019_FR_11_t1_ORG,1800,22727,8721,14006,5626
SM_1_04232019_FR,SM_1_04232019_FR_12_t1_ORG,200,58454,34744,23710,17768
SM_1_04232019_FR,SM_1_04232019_FR_12_t1_ORG,400,9397,4789,4608,8720
SM_1_04232019_FR,SM_1_04232019_FR_12_t1_ORG,600,8662,2084,6578,6780
SM_1_04232019_FR,SM_1_04232019_FR_12_t1_ORG,800,7674,3061,4613,5686
SM_1_04232019_FR,SM_1_04232019_FR_12_t1_ORG,1000,13287,6246,7041,10216
SM_1_04232019_FR,SM_1_04232019_FR_12_t1_ORG,1200,10198,4541,5657,8110
SM_1_04232019_FR,SM_1_04232019_FR_12_t1_ORG,1400,22721,12851,9870,10658
SM_1_04232019_FR,SM_1_04232019_FR_12_t1_ORG,1600,19938,12063,7875,8832
SM_1_04232019_FR,SM_1_04232019_FR_12_t1_ORG,1800,20682,10918,9764,11809
SM_1_04232019_FR,SM_1_04232019_FR_13_t1_ORG,200,85176,44570,40606,13884
SM_1_04232019_FR,SM_1_04232019_FR_13_t1_ORG,400,16837,4480,12357,4917
SM_1_04232019_FR,SM_1_04232019_FR_13_t1_ORG,600,18342,4239,14103,4423
SM_1_04232019_FR,SM_1_04232019_FR_13_t1_ORG,800,16251,4677,11574,2997
SM_1_04232019_FR,SM_1_04232019_FR_13_t1_ORG,1000,30635,8093,22542,5194
SM_1_04232019_FR,SM_1_04232019_FR_13_t1_ORG,1200,19493,6515,12978,3683
SM_1_04232019_FR,SM_1_04232019_FR_13_t1_ORG,1400,38979,18203,20776,4518
SM_1_04232019_FR,SM_1_04232019_FR_13_t1_ORG,1600,30983,13619,17364,6319
SM_1_04232019_FR,SM_1_04232019_FR_13_t1_ORG,1800,33130,12725,20405,7957
SM_1_04232019_FR,SM_1_04232019_FR_14_t1_ORG,200,119023,73690,45333,11486
SM_1_04232019_FR,SM_1_04232019_FR_14_t1_ORG,400,22789,9087,13702,7750
